"SVAD_identifier","SEX","agey","FDL","FMSB","FDB","TDL","TPB","TMSB","TDB","FBDL","HDL","HPB","HMSB","HDB","RDL","RPB","RMSB","RDB","UDL","UMSB","max_M1","max_M2","max_M3","max_PM1","max_PM2","max_C","max_I1","max_I2","man_M1","man_M2","man_M3","man_PM1","man_PM2","man_C","man_I1","man_I2","FH_EF","FGT_EF","FLT_EF","FDE_EF","TPE_EF","TDE_EF","FBPE_EF","FBDE_EF","HH_Oss","HGT_Oss","HLT_Oss","HPE_EF","HC_Oss","HT_Oss","HLE_Oss","HDE_EF","HME_EF","RPE_EF","RDE_EF","UPE_EF","UDE_EF","CT_EF","CC_Oss","TC_Oss","ISPR_EF","ILIS_EF","PC_Oss","IC_EF"
"US_0847","M",13.69863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,3,8,5,2,2,1,1
"US_1152","F",13.84383562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,5,11,10,11,11,11,11,9,NA,10,11,10,11,11,3,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,1
"US_1156","M",13.83013699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,2,2,2,1,2,2,NA,8,NA,2,2,NA,1
"US_0261","M",14.23287671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,6,11,11,11,11,11,11,10,6,11,11,11,11,11,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,8,5,2,1,1,0
"US_0401","M",14.36164384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,7,11,11,11,11,11,11,11,8,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,3,3,3,2,3,2,NA,8,NA,NA,NA,NA,NA
"US_0331","M",14.38356164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,7,11,10,10,11,11,11,10,8,11,11,11,11,11,2,2,2,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,1,1
"US_0425","M",14.3260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,10,11,10,11,11,7,11,11,11,11,11,2,2,1,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,1,1,1
"US_1098","F",1.690410959,166.25,13.57,40.3,134.09,29.36,12.05,23.54,131.34,123.2,22.31,13.88,29.01,95.23,10.03,8.98,16.47,108.3,8.3,3,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,3,3,3,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3,3,0,0,0,NA
"US_0435","M",1.252054795,151.29,13.45,41.53,125.41,32.07,12.67,23.02,122.19,115.95,22.29,11.69,27.55,85.05,9.65,7.97,16.18,97.71,7.7,3,NA,NA,NA,NA,2,3,0,3,NA,NA,NA,NA,2,3,2,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0484","F",1.750684932,158.8,13.96,41.88,132.91,31.45,12.08,22.96,129.83,NA,22.44,12.2,27.92,93.4,10.71,9.34,15.88,106.03,8.03,3,NA,NA,NA,NA,NA,3,2,4,NA,NA,NA,NA,3,3,3,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4,5,0,0,0,NA
"US_0669","F",1.095890411,138.84,11.69,35.1,115.34,26.45,10.77,20.89,112,106.62,20.07,11.31,26.81,82.33,9.18,7.59,14.83,94.19,7.17,2,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,2,2,2,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0585","M",2.657534247,182.91,14.25,46.85,149.65,36.48,13.19,26.3,145.85,142.28,23.71,11.89,30.95,108.62,12.09,8.87,18.94,118.32,7.63,5,NA,NA,0,NA,3,6,5,5,NA,NA,1,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,4,5,0,0,0,NA
"US_0988","M",1.073972603,140.43,13,36.74,118.05,26.88,11.11,19.85,115.28,107.7,21.18,11.89,27.65,87.04,9.75,9.46,15.11,97.3,8.83,2,NA,NA,NA,NA,2,2,0,2,NA,NA,NA,NA,2,2,2,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,NA
"US_0674","M",1.210958904,141.57,12.35,37.55,118.37,30.53,10.69,21.96,116.04,112.74,23.12,12.32,29.66,88.69,10.26,8.63,15.59,99.11,7.79,2,NA,NA,NA,NA,1,2,0,3,NA,NA,NA,NA,2,3,2,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,NA
"US_0682","M",1.498630137,149.11,12.52,39.27,129.16,30.06,10.76,21.52,126.89,117.97,22.09,11.26,27.46,91.8,10,8,15.19,102.71,7.24,4,NA,NA,NA,NA,2,3,2,4,NA,NA,NA,NA,3,3,3,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_1066","M",1.17260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,1,4,NA,NA,NA,NA,3,3,3,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,NA
"US_0286","F",1.726027397,166.73,12.46,37.96,135.84,29.53,11.13,21.62,130.28,NA,18.81,10.81,28.81,93.62,10.12,8.84,14.84,106.58,9.01,4,NA,NA,0,NA,3,4,3,4,NA,NA,0,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,NA
"US_0692","M",1.654794521,171.77,13.61,43.46,147.71,34.97,12.09,25.31,140.32,NA,22.73,11.61,30.19,104.6,11.3,8.51,16.44,114.04,9.62,4,NA,NA,NA,NA,3,4,2,4,NA,NA,0,NA,3,3,3,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_0884","F",1.605479452,149.13,12.12,36.4,120.26,26.19,10.3,18.99,118.47,117.91,19.02,11.03,26.76,88.75,9.96,7.92,15.14,99.15,7.49,4,NA,NA,NA,NA,0,3,0,4,NA,NA,NA,NA,3,4,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,3,0,0,0,NA
"US_1035","M",1.273972603,NA,NA,NA,NA,NA,NA,NA,140.31,132.01,24.9,12.86,31.47,97.12,11.71,9.62,16.53,109.85,9.21,4,NA,NA,0,NA,4,4,3,5,NA,NA,0,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,NA
"US_0050","M",14.26027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,7,11,11,11,11,11,11,10,7,11,11,11,11,11,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,2,2,2,3,8,5,2,2,1,1
"US_0796","M",1.621917808,127.29,10.12,28.17,102.67,21.55,7.66,13.38,98.07,104.04,17.64,9.56,23.42,80.57,8.87,6.8,12.58,89.84,6.02,3,NA,NA,NA,NA,2,3,0,3,NA,NA,NA,NA,3,3,3,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0527","M",1.457534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,3,0,3,NA,NA,NA,NA,2,3,3,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_0511","M",13.91780822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,6,11,11,10,11,11,11,10,6,11,11,11,11,11,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,1,2,2,3,8,5,2,1,1,1
"US_0526","M",14.32328767,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.54,18.48,56.44,NA,18.3,14.41,30.11,NA,11.58,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,2,2,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,3,2,2,2,2,NA,8,NA,2,1,NA,1
"US_0256","M",14.36986301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,7,11,10,11,11,11,11,10,7,11,11,11,11,11,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,1
"US_1099","M",14.47945205,NA,NA,NA,332.31,69.61,24.75,41.51,320.29,NA,NA,NA,NA,217.62,22.63,17.68,30.58,NA,16.75,11,9,6,11,11,11,11,11,11,9,7,11,11,11,11,11,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,8,5,2,1,1,0
"US_0905","F",14.55890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_1015","F",14.66027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,10,7,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_1323","F",14.78082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,7,11,11,11,11,11,11,11,6,11,11,11,11,11,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,NA,NA,2,2,3,2,3,NA,5,2,2,1,1
"US_1315","F",14.99178082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0421","F",15.04109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.47,NA,NA,NA,NA,NA,NA,NA,NA,11,10,6,11,11,11,11,11,11,10,6,11,11,11,11,11,2,3,3,3,3,3,2,2,1,1,1,2,1,1,1,2,3,3,3,3,3,3,8,5,2,1,1,2
"US_0496","F",15.0739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,7,11,10,11,11,11,11,10,7,11,10,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0130","M",15.08493151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,7,10,9,10,11,11,11,9,7,11,9,10,11,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0188","M",15.48219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,8,11,11,10,11,11,11,11,8,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"US_0525","M",15.78630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0961","M",16.03013699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0288","M",16.07945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,9,11,11,11,11,11,3,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,3,2,2,2,3,8,5,2,2,1,1
"US_1255","M",16.07945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,NA,NA,NA,3,3,NA,3,3,8,5,2,2,1,2
"US_0745","F",16.21917808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,10,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_1223","M",16.23013699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,7,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,1
"US_0491","F",16.36712329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0119","M",16.45753425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_1264","F",16.50684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,5,11,11,11,11,11,11,9,6,11,11,11,11,11,2,2,NA,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,NA,8,NA,2,2,1,3
"US_0910","F",16.54520548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,2,3,8,5,2,2,1,2
"US_0570","F",16.63835616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,5,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0478","F",16.63835616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,2,3,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0934","F",16.77808219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,2,3,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0488","F",16.87671233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,2,3,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,2,2,3,8,5,2,2,1,3
"US_1295","F",16.90684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,6,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,3,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0686","F",16.90684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,6,11,11,11,11,11,11,11,6,11,11,11,11,11,3,3,3,3,3,3,3,2,1,1,1,3,1,1,1,3,3,3,3,NA,NA,NA,NA,NA,2,2,1,3
"US_0216","M",16.90958904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0710","M",16.98356164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,NA,2,3,2,3,1,1,1,2,1,1,1,2,2,3,2,3,2,3,8,5,2,2,1,2
"US_0144","M",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,6,11,11,11,11,11,11,11,6,11,11,11,11,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_1166","F",17.08219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.21,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0971","F",17.09863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0552","F",17.19726027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,6,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0072","F",17.36164384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,6,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA
"US_1087","F",17.37260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0423","F",17.43013699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_1126","M",17.46849315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,10,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA
"US_1149","M",17.49589041,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,9,11,11,11,11,11,2,3,3,2,2,3,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,1
"US_0241","M",17.5890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.61,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,NA,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0082","M",17.66027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.88,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,9,11,11,11,11,11,3,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_1246","M",17.72054795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,10,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0944","M",17.73424658,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.31,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0768","M",17.84657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.72,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0227","M",17.85205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,2,3,3,3,8,5,2,2,1,2
"US_0721","M",17.87671233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,10,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,2,3,3,3,8,5,2,2,1,3
"US_0740","M",17.90136986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,3
"US_0127","F",18.10136986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,6,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0882","F",18.1260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0257","F",18.25479452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_1012","F",18.30684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_1230","F",18.45205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0504","F",18.49315068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,NA,11,11,11,11,11,2,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0579","M",18.50684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0395","M",18.50958904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0115","M",18.58630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.36,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,10,11,11,11,11,11,2,3,3,2,2,2,2,2,1,1,1,2,1,1,1,2,2,3,2,3,2,3,8,5,2,2,1,2
"US_0626","M",18.60547945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0180","M",18.86027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,3,3,2,2,2,2,2,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0267","F",19.0109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,10,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0036","M",19.01369863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,3
