"SVAD_identifier","SEX","agey","FDL","FMSB","FDB","TDL","TPB","TMSB","TDB","FBDL","HDL","HPB","HMSB","HDB","RDL","RPB","RMSB","RDB","UDL","UMSB","max_M1","max_M2","max_M3","max_PM1","max_PM2","max_C","max_I1","max_I2","man_M1","man_M2","man_M3","man_PM1","man_PM2","man_C","man_I1","man_I2","FH_EF","FGT_EF","FLT_EF","FDE_EF","TPE_EF","TDE_EF","FBPE_EF","FBDE_EF","HH_Oss","HGT_Oss","HLT_Oss","HPE_EF","HC_Oss","HT_Oss","HLE_Oss","HDE_EF","HME_EF","RPE_EF","RDE_EF","UPE_EF","UDE_EF","CT_EF","CC_Oss","TC_Oss","ISPR_EF","ILIS_EF","PC_Oss","IC_EF"
"US_0606","F",19.01643836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0696","M",19.02191781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0722","F",19.03561644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_1233","F",19.03561644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0727","F",19.04657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0124","F",19.06575342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_1162","F",19.46027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,6,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_0763","M",19.67945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_0436","F",8.876112252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0529","M",17.9028063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,3
"US_0877","F",7.362080767,310.56,21.22,64.64,266.15,49.96,19.63,33.79,264.41,210.46,35.58,15.46,45.26,NA,15.35,12.33,22.81,188.04,11.35,9,7,NA,7,7,7,7,7,9,7,NA,7,7,7,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,7,5,2,0,1,NA
"US_1136","F",3.219712526,205.89,14.78,45.74,166.57,37.93,11.84,26.24,163.9,145.88,23.81,12.54,31.02,108.45,11.01,8.23,16.25,122.09,8.11,7,2,NA,4,1,5,5,5,7,2,NA,4,1,5,5,5,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,5,5,0,0,1,NA
"US_1197","F",10.80082136,377.98,22.92,69.94,333.44,59.91,20.28,40.72,276.67,NA,41.51,17,53.79,NA,18.79,13.81,25.02,NA,12.39,11,8,3,9,8,9,11,11,11,8,3,9,8,9,11,11,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,8,5,2,0,1,0
"US_1061","M",12.07392197,366.93,23.44,71.1,321.81,58.63,21.42,40.22,314.58,254.97,44.08,19.15,50.68,NA,18.81,18.19,26.26,220.14,11.88,11,8,2,9,8,9,11,11,11,8,3,9,8,9,11,11,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,7,5,2,1,1,0
"US_1306","M",15.91238877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,8,11,11,11,11,11,11,11,8,11,11,11,11,11,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,1
"US_1241","F",18.88021903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0101","M",11.95616438,384.8,24.12,76.12,336.59,65.15,20.93,42.96,330.01,276.04,42.32,19.55,52.51,NA,18.84,14.18,28.41,NA,12.6,11,8,3,9,9,9,11,11,11,9,4,9,9,9,11,11,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,8,5,2,1,1,0
"US_1077","M",19.4630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_1103","M",20.82465753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_1122","M",20.92876712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,11,11,11,11,11,11,11,9,11,11,11,11,11,2,3,3,2,2,2,2,3,1,1,1,2,1,1,1,3,3,3,3,3,2,3,8,5,2,2,1,NA
"US_0967","M",20.31780822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,NA,11,11,11,11,11,2,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_1319","M",16.54246575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0557","M",20.89315068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_0347","M",19.82191781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_0781","F",15.17260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,6,11,11,11,11,11,11,10,6,11,11,11,11,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0698","M",14.29041096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,11,11,11,11,11,11,11,7,11,11,11,11,11,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,3,2,3,2,3,8,5,2,2,1,1
"US_0323","M",16.56712329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0152","M",16.60547945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,2,2,3,2,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_0064","M",16.47671233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,8,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
"US_1185","M",20.6630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_0843","F",15.24657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,6,11,11,11,11,11,11,9,5,11,11,11,11,11,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,3,2,3,2,3,8,5,2,2,1,1
"US_0936","F",0.002739726,71.53,8.35,20.18,61.97,16.35,7.49,12.54,59.88,62.15,12.24,6.99,16.49,51.51,6.65,5.32,9.24,58.27,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0388","F",0.008219178,68.25,6.82,20.59,58.2,15.53,5.94,11.53,55.89,60.42,12.49,5.75,15.58,46.78,5.92,4.32,9.67,53.77,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1037","M",0.043835616,77.74,7.86,22.85,68.52,17.89,7.38,12.61,65.07,65.13,13.33,6.61,18.19,54.08,7.14,5.66,11.15,60.63,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0665","F",0.060273973,83.62,7.78,21.95,70.84,18.23,7.17,12.36,66.7,70.65,13.61,7.07,18.69,53.94,6.33,4.96,9.52,62.32,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1060","M",0.087671233,81.32,8.35,24,71.33,17.23,7.41,13.09,68.17,71.05,13.96,6.86,17.46,57.42,6.87,5.27,10.08,65.95,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0458","M",0.139726027,88.66,9.41,25.25,77.3,20.13,8.46,14.5,73.5,77.23,16.13,8.02,22.27,62.16,7.55,5.99,12.27,70.11,5.56,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0268","M",0.295890411,85.53,8.7,25.95,73.84,20.33,8.81,14.27,70.83,72.61,16.05,7.61,20.36,59.1,7.44,6.02,11.8,65.84,5.64,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0343","F",0.317808219,103.36,9.98,28.51,86.54,21.94,8.9,15.28,81.93,86.11,18.06,8.44,21.39,66.15,7.87,7.02,13.2,75.78,6.38,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0235","M",0.356164384,97.91,9.74,28.9,82.84,22.59,8.63,14.91,78.25,81.17,17.93,9.39,22.83,65.37,7.83,7.11,13.97,74.29,5.66,1,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0754","M",0.37260274,104.4,10.59,28.64,87.21,22.38,9.33,15.1,84.91,88.52,17.34,9,23.97,68.41,8.38,6.74,13.12,78.32,6.6,1,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0922","M",0.440793977,98.23,10.02,29.07,79.69,22.52,8.49,16.4,77.12,83.47,17.89,8.65,20.9,62.06,7.48,5.72,11.48,70.01,5.78,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0066","M",0.550308008,120.31,10.21,35.31,103.23,26.08,9.03,20.6,100.78,98,20.15,10.69,25.81,78.91,10.38,8.08,14.62,86.99,6.62,2,NA,NA,NA,NA,0,1,NA,2,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1236","M",0.62696783,115.34,11.12,30.05,96.02,23.26,9.95,17.38,91.28,92.42,18.39,8.71,22.6,71.05,8.78,7.2,13.03,79.96,6.54,2,NA,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1183","F",0.635616438,119.36,11.29,32.15,98.38,24.36,9.17,18.23,94.19,92.58,20.91,10.65,25.21,71.57,9.27,7.47,13.7,79.53,6.79,2,NA,NA,NA,NA,0,1,NA,2,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0498","M",0.649315068,102.43,9.51,26.93,84.04,21.01,8.16,13.36,78.85,81.56,15.4,8.4,21.82,65.6,8.06,6.11,11.35,73.52,5.47,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0175","F",0.701369863,124.58,11.37,32.66,105.57,24.49,8.98,16.34,99.48,99.67,18.65,9.6,24.47,78.14,9.87,8.53,14.46,88.59,6.56,2,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,NA
"US_0022","F",0.704109589,121.38,10.61,30.64,103.81,25.38,9.34,17.69,99.53,96.12,16.99,9.21,22.76,75.42,9.26,7.28,13.64,84.15,6.14,2,NA,NA,NA,NA,0,1,NA,2,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_1280","M",0.750684932,128.66,10.51,32.6,106.21,24.29,9.19,17.57,101.25,103.03,19.62,9.91,24.38,79.5,9.07,8.12,13.73,89.88,6.67,2,NA,NA,NA,NA,0,1,NA,2,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_1065","F",0.816438356,91.39,9.24,24.4,78.72,18.55,7.21,13.24,74.46,77.43,14.89,7.94,20.38,63.86,6.86,5.31,11.17,70.62,5.42,1,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0032","F",0.830136986,115.09,11.34,29.94,94.1,23.25,9.52,17.72,88.65,95.74,19.14,10.23,24.61,69.01,8.61,7.03,14.43,77.31,7.02,2,NA,NA,NA,NA,0,1,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0599","M",0.947945205,NA,12.59,29.61,NA,23.16,9.3,15.56,98.45,100.79,19.78,11.06,24.45,77.85,7.91,8.84,13.17,87.41,7.07,2,NA,NA,NA,NA,0,2,1,3,NA,NA,NA,NA,0,2,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0174","F",1.14,140.29,13.82,37.57,118.04,32.31,12.58,22.22,114.46,111.38,23.33,13.95,28.91,83.87,11.55,10.68,17.42,93.03,9.57,2,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,3,3,3,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_1172","M",1.805479452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_1045","M",0.090349076,47.6,6.23,13.76,39.68,11.23,5.63,8.26,38.78,42.28,8.49,4.66,10.82,33.64,3.81,3.61,6.36,38.29,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0718","M",0.002737851,61.64,6.81,16.36,55.87,12.86,5.91,9.91,51.93,57.1,11.04,5.82,14.9,47.55,5.55,4.23,7.79,52.41,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0291","M",2.023271732,151.47,11.88,38.14,124.19,30.9,10.54,20.06,120.01,119.4,20.78,10.63,25.24,87.22,8.78,7.52,14.72,96.49,7.66,5,NA,NA,1,NA,4,4,4,5,NA,NA,0,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_1173","M",2.212183436,173.95,14.36,45.4,144.12,35.23,11.67,25.17,137.4,133.16,20.74,12.48,31.03,97.98,11.31,9.95,17.43,109.33,9.41,4,NA,NA,1,NA,4,4,4,5,NA,NA,0,NA,5,5,5,1,0,0,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,0,1,0,0,0,4,5,0,0,0,NA
"US_0897","M",0.156057495,91.82,10.17,28.05,79.62,22.17,8.67,14.87,76.26,78.44,16.67,8.98,21.4,63.77,8.3,6.51,12.82,70.95,6.25,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0495","F",0.262833676,96.71,8.79,24.55,80.36,18.28,7.68,13.14,77.04,82.04,14.91,6.95,19.76,64.58,6.39,5.31,9.89,72.04,6.13,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0231","M",2.132785763,175.87,14.32,45.21,144.48,36.73,12.48,25.35,141.8,136.43,23.92,13.23,32.11,101.79,11.05,8.84,16.59,112.94,8.1,4,NA,NA,0,NA,4,5,3,4,NA,NA,0,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_1253","M",1.973990418,159.06,13.35,41.7,137.55,31.97,11.86,22.79,131.49,125.7,24.45,14.07,29.13,93,10.43,8.69,14.71,105.37,8.71,4,NA,NA,1,NA,3,4,3,4,NA,NA,1,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,NA
"US_0381","M",0.470910335,96.34,10.22,31.59,81.53,22.75,9.98,17.74,75.93,79.7,19.07,9.42,23.62,63.55,8.49,6.5,14.22,71.59,6.81,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0263","F",1.234770705,NA,NA,41.77,122.88,32.65,13.35,23.57,120.41,111.75,22.74,12.61,28.87,85.76,10.36,9.2,16.39,97.92,9.02,2,NA,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,3,3,3,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,4,NA,NA,0,NA
"US_1007","M",0.711841205,114.66,10.68,28.49,95.82,21.52,9.57,15.64,90.71,90.35,16.55,8.57,23.27,69.66,7.38,7.16,12.16,77.88,6.78,1,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0,0,NA,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0558","M",0.093086927,78.97,8.24,23.19,68.53,17.81,7.39,12.91,64.46,67.36,14.3,7.4,18.31,54.85,7.29,5.38,10.33,63.57,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0037","F",0.933607118,133.22,11.27,35.15,111.46,27.61,10.66,21.16,108.56,105.04,20.12,11.38,26.22,82.16,9.61,8.04,15.01,91.93,6.57,2,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,2,2,2,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_0096","M",1.404517454,156.41,12.54,39.19,119.03,30.62,10.95,22.36,116.56,119.75,22.87,11.34,29.49,87.87,10.24,8.7,16.99,101.47,8.07,3,NA,NA,NA,NA,4,4,0,4,NA,NA,NA,NA,4,4,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,NA
"US_1003","M",0.194387406,91.92,8.59,26.55,78.23,21.28,8.05,14.37,73.67,78.76,17.13,7.46,21.6,62.98,7.43,5.5,12.58,70.93,5.23,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0517","M",0.145106092,86.57,9.09,24.63,72.97,18.59,7.89,13.29,68.24,74.44,15.98,7.6,20.25,59.5,6.49,5.59,11.17,67.73,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
"US_0368","M",0.183436003,91.74,8.39,24.5,79.59,16.82,7.52,13.38,76.3,74.65,14.86,7.25,20.2,60.31,7.36,5.26,11.69,68.2,4.92,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0051","M",0.733744011,118.37,12.12,35.57,98.43,27.1,11.13,19.92,93.38,94.51,21.16,11.39,26.72,71.95,8.49,8.57,15.01,82.39,7.31,2,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,1,2,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,NA
"US_0822","F",0.021902806,79.21,8.2,20.37,66.92,16.84,6.83,12.15,62.72,66.97,12.4,6.48,17.2,52.93,5.57,5.09,9.16,60.75,4.49,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_1262","M",0,82.16,8.24,22.01,70.42,15.57,7.62,11.88,66.6,69.12,12.7,6.52,17.19,57.04,6.93,5.11,9.84,65.37,4.79,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0924","M",20.08219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,NA
"US_0410","M",16.65205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,8,5,2,2,1,2
"US_0497","M",16.68767123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,9,11,11,11,11,11,11,11,9,11,11,11,11,11,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,3,8,5,2,2,1,2
